song,artist,class,year,danceability,duration,energy,key,loudness,song_hotttnesss,tempo,time_signature
Unsaveable (Album Version),Faith Hill,10,2002,0.0,231.44444,0.0,7,-5.537,0.5248222581905113,87.003,4
Untitled,Dino,10,0,0.0,406.38649,0.0,10,-1.723,0.3135621142479342,103.807,4
Untitled,Rhian Sheehan,10,2004,0.0,38.922,0.0,0,-18.406,0.0,83.412,1
Up All Night (Acoustic Live Album Version),Unwritten Law,10,2003,0.0,174.10567,0.0,3,-7.742,0.2707759989463275,111.943,4
Up Among The Heather,The Irish Rovers,10,0,0.0,132.25751,0.0,4,-12.948,0.7238390280638688,189.817,1
Up Jumped The Devil,"\"Clarence \"\"Gatemouth\"\" Brown\"",10,0,0.0,325.19791,0.0,2,-8.338,0.42744657148843085,136.38,1
Up North Trip,Mobb Deep,10,1995,0.0,298.00444,0.0,6,-5.16,0.6366359710042119,87.747,4
Up On That Cloud,Blue Rodeo,10,2005,0.0,213.34159,0.0,2,-5.972,0.4733465411087876,189.068,4
Up On The Roof (LP Version),Little Eva,10,0,0.0,171.78077,0.0,1,-7.517,0.425339880254588,120.026,4
Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals),Ronnie Milsap,10,0,0.0,171.25832,0.0,5,-6.652,0.0,88.947,3
Up on the House Top,The Jordanaires & Orion,10,0,0.0,86.09914,0.0,4,-15.002,0.19612670888107028,203.792,1
Upon The Shores [Explicit],Trivium,10,2008,0.0,321.17506,0.0,4,-3.973,0.47405483093120077,100.604,4
Uptown,Camp Lo,10,2009,0.0,214.46485,0.0,9,-9.06,0.4137398358601097,90.983,3
Ur Själslig Död,Månegarm,10,2007,0.0,264.6722,0.0,10,-3.779,0.6537832042604835,147.91,1
Urbania,Statues,10,0,0.0,211.01669,0.0,0,-8.873,0.0,107.892,4
Urgence,Sonia Dersion,10,2004,0.0,269.87057,0.0,5,-8.089,0.24762576384321291,173.936,4
Use Me,Far Too Jones,10,1997,0.0,249.02485,0.0,9,-4.771,0.0,127.267,1
Use Of A Weapon (Album Version),Between The Buried And Me,10,2002,0.0,291.39546,0.0,1,-5.765,0.579038701159863,179.406,4
V,Zeromancer,10,2010,0.0,280.08444,0.0,2,-6.707,0.7312820001286778,120.072,5
Va Por Usted,Rocio Jurado,10,0,0.0,359.65342,0.0,0,-4.523,0.0,99.882,1
Vacation Rain (Album),Sister Hazel,10,2010,0.0,231.36608,0.0,9,-7.128,0.5948541679067811,100.029,4
Vad två öron klarar,Kent,10,0,0.0,222.53669,0.0,9,-11.284,0.5667076416764733,135.776,3
Valentine's Day,V Sinizter,10,0,0.0,205.73995,0.0,6,-5.573,0.0,183.573,4
Valerie,Amy Winehouse,10,2007,0.0,229.85098,0.0,5,-7.256,0.7828988602517178,96.224,4
Valerie (LP Version),Bad Company,10,1986,0.0,208.87465,0.0,2,-12.217,0.41398331203709726,127.592,1
Valium,Vincenzo,10,0,0.0,439.17016,0.0,0,-15.037,0.0,124.05,4
Valkyria,YGGDRASIL,10,0,0.0,242.78159,0.0,7,-4.757,0.3775316449767025,165.204,3
Vargbrodern Talar,Månegarm,10,2007,0.0,92.76036,0.0,4,-6.769,0.5943593657626797,163.086,4
Vaya (Live At The Beacon Theatre),Ray Barretto,10,0,0.0,413.07383,0.0,5,-10.999,0.0,82.815,3
Vegetable (Live),Radiohead,10,1993,0.0,188.31628,0.0,7,-9.958,0.5874265067023358,115.906,4
Velvet,Fergie,10,0,0.0,293.19791,0.0,11,-6.229,0.6538998456452911,150.003,4
Vem Pr'a Roda,Tania Maria,10,2000,0.0,267.67628,0.0,5,-10.96,0.41967427880955327,176.349,4
Ven Conmigo/Perdoname (Live),Selena,10,0,0.0,388.51873,0.0,9,-5.68,0.0,106.438,1
Venice Queen (Album Version),Red Hot Chili Peppers,10,2002,0.0,367.01995,0.0,0,-5.278,0.9117334982310725,88.57,4
Venite Pa' Maracaibo,Guaco,10,2000,0.0,265.29914,0.0,0,-10.312,0.4873785077642102,169.131,1
Vennette,Maria Bamford,10,2003,0.0,127.16363,0.0,2,-10.377,0.48093421280893994,114.597,7
Ver de Feliz,BT,10,2006,0.0,311.90159,0.0,8,-17.729,0.4574471670851005,110.002,4
Vera Begs Dylan,Angelo Badalamenti,10,0,0.0,209.89342,0.0,9,-17.363,0.24924637674332656,36.279,1
Verano traidor,Vilma Palma e Vampiros,10,1993,0.0,411.97669,0.0,7,-7.202,0.7287064649685501,102.129,4
Verdad Amarga,Los Solitarios,10,0,0.0,168.12363,0.0,5,-14.058,0.23571422953889082,94.994,1
Veronica Sawyer (Album),Reel Big Fish,10,0,0.0,205.87057,0.0,2,-4.12,0.5671842258933324,91.463,4
Victim Of Circumstance,Ten Years After,10,1989,0.0,248.78975,0.0,5,-11.814,0.21508031850922793,128.598,1
Vida,Andy Andy,10,0,0.0,264.46322,0.0,4,-6.73,0.0,90.035,5
Vida De Mi Vida,Banda La Bocana,10,0,0.0,207.04608,0.0,10,-6.61,0.0,106.689,4
Vienna,The Fray,10,2002,0.0,231.07873,0.0,5,-8.096,0.7984098249591537,124.534,3
Viimeinen lento,Kaija Koo,10,1993,0.0,182.33424,0.0,1,-9.933,0.5303857951470818,167.857,3
Viimeiset hitaat,Kaija Koo,10,1995,0.0,192.23465,0.0,0,-13.012,0.4582882074332055,115.671,4
Village Attack/ The Arrest,Kitaro,10,1993,0.0,81.50159,0.0,8,-14.891,0.34580223396532944,143.291,1
Village Dance,Vana,10,0,0.0,227.082,0.0,7,-9.527,0.0,146.606,4
Vincent,Madilu System,10,0,0.0,451.44771,0.0,9,-3.871,0.349166902124596,130.126,5
Violence,Juelz Santana / Bezel,10,2005,0.0,254.51057,0.0,10,-3.858,0.476435219642529,104.99,3
Violence in Fluid Triceratops,Arsonists Get All The Girls,10,2009,0.0,240.92689,0.0,1,-3.424,0.7314733570496581,129.824,3
Violet Heart Box,Willie Isz,10,2009,0.0,338.72934,0.0,1,-6.988,0.38595083446417855,83.573,1
Viralo Al Reves,Johnny Pacheco,10,0,0.0,334.52363,0.0,5,-10.401,0.338886720010706,107.329,4
Virgen De La Nieve - 14-String Guitar Solo,Stephan Micus,10,2002,0.0,336.09098,0.0,3,-26.688,0.3231121208952123,85.816,1
Visions (20/20),FU-Schnickens,10,1994,0.0,313.80853,0.0,6,-11.041,0.5033812362063191,90.846,4
Visions Of Death,089 Clique feat. Prophet,10,0,0.0,174.602,0.0,10,-10.444,0.0,105.13,4
Visitor,Donna The Buffalo,10,0,0.0,251.42812,0.0,0,-12.667,0.0,172.076,1
Visão,Nana Caymmi,10,0,0.0,173.87057,0.0,7,-14.095,0.26586104921065007,103.341,3
Vitamina,Sonora Carruseles,10,1999,0.0,230.00771,0.0,10,-6.564,0.37598430150044215,108.292,4
Vitrier,Olivia Ruiz,10,2005,0.0,252.86485,0.0,5,-8.328,0.5359538016656614,241.892,3
Vogue [Live],Madonna,10,2006,0.0,330.94485,0.0,6,-5.407,0.5287824809425877,116.169,4
Voice of Angels Drone for Spiritual Well Being,Ambient Music Therapy,10,0,0.0,167.3922,0.0,4,-17.929,0.34092275586437804,192.242,3
Voices,James Newton Howard,10,1997,0.0,95.50322,0.0,2,-28.506,0.3231121208952123,88.662,3
Voices Of Other Times,Brian Auger's Oblivion Express,10,1999,0.0,360.30649,0.0,0,-12.601,0.37598430150044215,107.053,4
Voices On The Corner,Jason Miles,10,0,0.0,235.80689,0.0,10,-9.716,0.2538347361322313,101.03,4
Volcán,KALIMBA,10,2009,0.0,352.67873,0.0,0,-6.282,0.4507622416414992,80.484,4
Volumatic Spacer Device,The Chap,10,2003,0.0,207.28118,0.0,6,-8.337,0.4072330149011048,123.007,4
Volvere,OV7,10,2000,0.0,164.33587,0.0,4,-6.231,0.4348380902608562,105.976,4
Voodoo Chile Blues,Jimi Hendrix,10,1994,0.0,528.14322,0.0,0,-12.797,0.6267609168903788,175.663,3
Voodoo Doll,Fergie,10,0,0.0,263.05261,0.0,1,-6.502,0.6708272196006915,129.997,4
Voodoo Punnany (Album Version),Joe Rogan,10,2000,0.0,268.25098,0.0,4,-9.022,0.21204540548371908,106.229,4
Vortex,Elliot Goldenthal,10,2000,0.0,92.86485,0.0,2,-23.519,0.3231121208952123,79.35,7
Vos Sabes,Los Fabulosos Cadillacs,10,1999,0.0,189.88363,0.0,6,-6.393,0.5984285488801027,114.72,3
Voucher,Janitor Joe,10,1993,0.0,122.72281,0.0,9,-12.663,0.34580223396532944,66.932,1
Vous Qui Passez Sans Me Voir,Line Renaud,10,0,0.0,179.93098,0.0,2,-14.729,0.0,80.053,3
Voy A Olvidarme,Jay Pérez,10,0,0.0,223.65995,0.0,7,-4.779,0.0,101.901,4
Voyagers - Improvisation 12,R. Carlos Nakai,10,0,0.0,177.31873,0.0,7,-26.675,0.23644414956325258,102.02,3
WHEN I AM YOU,Panzer AG,10,2006,0.0,305.05751,0.0,11,-3.382,0.5135170285371385,120.042,4
WKYA (drop),Redman,10,2001,0.0,124.18567,0.0,1,-10.296,0.5701059300583878,85.008,5
Wagoner's Lad,John Sebastian,10,0,0.0,225.14893,0.0,7,-13.247,0.5033812362063191,158.429,3
Waheera,Arturo Sandoval,10,1995,0.0,315.48036,0.0,5,-11.105,0.40790171721807383,200.42,1
Wailin',OutKast,10,1996,0.0,118.9873,0.0,1,-10.817,0.769733162276249,95.381,4
Wailing Sounds,Jimmy Page,10,2004,0.0,157.02159,0.0,2,-4.813,0.4994458348006321,184.456,4
Wait And Bleed [Demo],Slipknot,10,0,0.0,154.27873,0.0,7,-4.035,0.5227332607801571,178.427,4
Wait Til You See My Smile,Alicia Keys,10,2009,0.0,240.22159,0.0,7,-9.736,0.9092773471291868,119.959,4
Waiting,Porcupine Tree,10,1997,0.0,416.80934,0.0,6,-7.982,0.8251735403780842,124.04,5
Waiting For A Train [Live],John Sebastian,10,0,0.0,169.84771,0.0,0,-19.869,0.0,91.802,3
Wake,The Dirty Skirts,10,0,0.0,206.75873,0.0,0,-4.907,0.30416950343527516,141.936,4
Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),Green Day,10,2005,0.0,340.79302,0.0,7,-5.66,0.43790988872736875,101.08,4
Wake The Sleeper,Uriah Heep,10,2008,0.0,212.84526,0.0,4,-4.014,0.5011168400946299,127.962,3
Wake Up Call (Album Version),The Prodigy,10,0,0.0,296.38485,0.0,10,-2.029,0.6733943356755118,115.236,4
Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),Everyday Sunday,10,2007,0.0,168.95955,0.0,1,-4.017,0.6014029389463235,151.844,4
Walk Away,Tantric,10,2009,0.0,177.24036,0.0,2,-1.843,0.4471357962861778,106.698,1
Walk Away,Christina Aguilera,10,2002,0.0,347.84608,0.0,4,-6.774,0.6803349345564326,152.214,3
Walk Away From Love,Willie Clayton,10,0,0.0,260.51873,0.0,10,-10.646,0.26355950970100545,105.863,4
Walk On The Wild Side,Jesse Malin,10,2008,0.0,238.52363,0.0,2,-8.14,0.4961753356732933,88.011,4
Walk With Me,Angélla Christie,10,0,0.0,348.36853,0.0,5,-8.665,0.20488271774216135,111.465,4
Walk in the Park,Audio Pyper,10,0,0.0,405.52444,0.0,7,-12.98,0.2353960423877843,124.996,4
Walkin' Away,Hanoi Rocks,10,2007,0.0,236.35546,0.0,11,-5.628,0.5503263361932494,102.99,4
Walkin' In,Tracy Byrd,10,0,0.0,182.33424,0.0,11,-9.068,0.21508031850922793,168.849,4
Walking Dub,Sugar Minott,10,0,0.0,192.15628,0.0,1,-9.256,0.21508031850922793,161.721,4
Walking In Dub,Burning Spear,10,2009,0.0,146.88608,0.0,11,-13.615,0.5216592580484611,135.033,1
Walking The Back Streets And Crying,Little Milton,10,2007,0.0,438.88281,0.0,1,-16.553,0.0,97.521,3
Walking Through the Ghetto,Sugar Minott,10,1979,0.0,186.8273,0.0,7,-6.975,0.38293509007501925,164.93,4
Walking in Faith_ Reprise,Danny Wright,10,0,0.0,109.03465,0.0,0,-17.471,0.0,108.718,4
Walls And Cannonballs (Album),Sister Hazel,10,2010,0.0,195.36934,0.0,5,-6.481,0.6030301447935913,140.259,4
Waltzing Matilda My Darling,Maria Forde,10,0,0.0,325.79873,0.0,3,-16.142,0.2707759989463275,119.283,4
Wang Wang Blues,Hank Penny,10,0,0.0,126.95465,0.0,5,-13.159,0.5073468968424951,95.95,4
Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester),Indigenous,10,0,0.0,201.482,0.0,5,-6.724,0.0,108.018,4
Wanna Be A Player,Heavy D / McGruff,10,1997,0.0,161.38404,0.0,5,-9.161,0.23773394162247466,96.979,4
Wanna Be A Star,Kool Keith,10,1996,0.0,222.30159,0.0,9,-4.224,0.3231121208952123,181.208,4
Wanna Hurt Mase? (Album Version),Mase,10,0,0.0,263.18322,0.0,9,-6.933,0.48456252996792964,92.028,4
Wanted Dead Or Alive,L.A. Guns,10,0,0.0,302.52363,0.0,7,-13.051,0.5889221675559065,150.056,4
War,Trick Trick / Obie Trice,10,2005,0.0,266.78812,0.0,10,-6.858,0.28656008356697993,180.02,4
War?,System of a Down,10,1996,0.0,160.49587,0.0,0,-4.173,0.8498731240081852,196.201,4
Warfare,Joell Ortiz,10,0,0.0,167.88853,0.0,7,-7.559,0.338886720010706,115.933,4
Warm Embrace (LP Version),Twista & The Speedknot Mobstaz,10,0,0.0,377.86077,0.0,8,-6.893,0.2445107017236493,121.957,4
Warrior's Quest,Ensiferum,10,1999,0.0,291.02975,0.0,7,-4.507,0.6603443825872879,179.988,3
Warten,Andreas Dorau,10,0,0.0,224.54812,0.0,0,-17.635,0.0,104.321,4
Warum rappst du?,Kool Savas,10,2000,0.0,79.93424,0.0,6,-5.031,0.4287022625232594,81.224,5
Warung Beach,John Digweed,10,0,0.0,460.79955,0.0,8,-7.569,0.4137398358601097,125.015,4
Was Ich Von Mir Denke,Der Plan,10,0,0.0,213.91628,0.0,11,-17.241,0.3603705827121406,99.348,4
Was wollen wir noch mehr?,Die Fantastischen Vier,10,2010,0.0,316.55138,0.0,10,-7.43,0.600471580614151,95.863,4
Washboard Swing,Washboard Sam,10,0,0.0,184.78975,0.0,0,-14.727,0.24906579485370342,95.666,4
Washed Away,Tom Cochrane,8,1992,0.0,320.44363,0.0,5,-11.415,0.5317220984213001,88.072,4
Washes Over Me,Wamdue Project,10,0,0.0,422.24281,0.0,11,-10.412,0.21204540548371908,123.984,4
Wasted Love,Tora Tora,10,0,0.0,229.8771,0.0,9,-8.952,0.3005928806392878,140.984,4
Watch Out for The Birdsongs,Goldfish,10,2007,0.0,159.45098,0.0,9,-5.529,0.21204540548371908,139.987,4
Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star,10,0,0.0,241.60608,0.0,4,-7.724,0.3738202755896518,160.68,4
Watcha Gon Do?  (Explicit LP Version),Terror Squad featuring Big Pun,10,0,0.0,199.99302,0.0,1,-5.932,0.37598430150044215,180.017,4
Watched By An Angel,Bob Carlisle,10,0,0.0,274.54649,0.0,1,-7.484,0.0,85.979,4
Watching You,Ayo,10,2006,0.0,232.28036,0.0,11,-15.606,0.7711633221969872,117.495,4
Water Is Alright In Tay,The Clancy Brothers,10,1993,0.0,113.78893,0.0,0,-13.289,0.476248227291196,105.852,1
Waterfall,Jeff Wahl,10,2003,0.0,43.88526,0.0,1,-23.366,0.0,243.195,4
Waterfall (Spirit Of The Rainforest Album Version),David Arkenstone,10,0,0.0,363.41506,0.0,4,-18.327,0.2707759989463275,106.998,3
Watermelon Man,Johnny Kidd And The Pirates,10,0,0.0,150.07302,0.0,7,-17.914,0.0,88.521,3
Watermelon Man (What A Mellow Goy),Artie Fishel & The Promised Band,10,0,0.0,145.76281,0.0,10,-7.008,0.0,155.329,4
Wave,Dave Eggar,10,2002,0.0,225.04444,0.0,1,-23.15,0.0,100.893,4
Wave,Carl Doy,10,0,0.0,233.58649,0.0,9,-17.08,0.0,147.51,1
Way Beyond,32 Leaves,10,2009,0.0,233.66485,0.0,11,-6.446,0.6624931608196217,137.951,3
Way Way Back,Kool Moe Dee,10,1987,0.0,272.8224,0.0,1,-11.151,0.5973390427828504,110.153,4
We All Need Love,Irma Thomas,10,2008,0.0,190.9024,0.0,3,-11.975,0.0,131.0,4
We Are Not Impartial,The Chap,10,2006,0.0,170.05669,0.0,9,-9.502,0.2707759989463275,72.073,4
We Are One,Kelly Sweet,10,2007,0.0,504.92036,0.0,1,-7.321,0.2539990770825067,135.015,4
We Are One Light,Aeoliah,10,0,0.0,295.10485,0.0,0,-36.037,0.3347065490692206,130.77,1
We Bite,The Misfits,10,1982,0.0,73.09016,0.0,3,-7.897,0.652359289191178,93.703,4
We Can Do It,Steel Pulse,10,1991,0.0,237.45261,0.0,10,-13.486,0.43965465970686407,158.57,4
We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,10,0,0.0,52.55791,0.0,8,-3.564,0.5216592580484611,203.211,1
We Do It Too,Modeselektor,10,2002,0.0,385.2273,0.0,1,-6.965,0.495123935877674,94.005,4
We Got Da Dope,Three-6 Mafia,10,0,0.0,159.81669,0.0,0,-9.33,0.4844695226836837,157.991,4
We Got You (Featuring Jaguar),The Roots / Jaguar,10,0,0.0,39.18322,0.0,5,-17.317,0.46054128135865785,218.587,4
We Have All The Time In The World,Fun Lovin' Criminals,10,1996,0.0,221.33506,0.0,9,-9.472,0.614576981682048,91.833,4
We Have All The Time In The World (Live),Fun Lovin' Criminals,10,0,0.0,235.36281,0.0,9,-12.767,0.21508031850922793,91.859,4
We Heart Billville (LP Version),The Firesign Theatre,10,0,0.0,108.25098,0.0,2,-17.074,0.0,57.308,4
We Made It [Instrumental],Busta Rhymes feat. Linkin Park,10,0,0.0,238.21016,0.0,1,-6.892,0.38293509007501925,92.344,5
We Meet at Last,Liquid Stranger,10,2007,0.0,551.54893,0.0,5,-11.582,0.38293509007501925,93.328,4
We Played A Game,Adolph Hofner,10,0,0.0,152.0322,0.0,4,-18.299,0.19475830455273796,105.169,1
We Put It Down For Y'all (Explicit LP Version),Busta Rhymes,10,2000,0.0,209.60608,0.0,7,-8.975,0.4471357962861778,90.032,4
We Sleep Forever [Live],Aiden,10,0,0.0,281.46893,0.0,9,-7.215,0.5255805530747428,138.417,5
We Started Together,The Sun Harbor's Chorus-Documentary Recordings,10,0,0.0,52.45342,0.0,3,-16.945,0.22914410371660274,155.954,3
We Three Kings,The Roches,10,1990,0.0,329.45587,0.0,2,-13.209,0.5428987432910862,135.011,4
We Wanna Change Our Band Name,Sex Machine,10,0,0.0,148.47955,0.0,0,-2.972,0.0,170.167,4
We Who Finish Last,Shai Hulud,10,2008,0.0,188.29016,0.0,2,-4.019,0.6936556236578234,136.331,4
We Will Glorify (Key-B-Db-Premiere Performance Plus),Twila Paris,10,0,0.0,201.32526,0.0,11,-10.012,0.30357866286275803,135.989,5
We Will Rock You,Nickelback,10,2005,0.0,119.7971,0.0,11,-5.535,0.6276086027807122,161.909,4
We Will Stand,Russ Taff,10,1998,0.0,343.37914,0.0,2,-9.193,0.5503263361932494,124.343,4
We'll Learn,Kuba,10,0,0.0,402.65098,0.0,5,-12.138,0.5604903763615894,168.004,4
We're Always Losing Blood,Evergreen Terrace,10,2009,0.0,241.44934,0.0,4,-3.862,0.6108466280951077,158.976,4
We're Back,DMX / Eve / Jadakiss,10,2003,0.0,265.22077,0.0,10,-2.542,0.6040881780778032,185.094,4
We're Gonna Go Fishin',Hank Locklin,10,0,0.0,127.05914,0.0,2,-12.772,0.4944895175021134,148.357,4
We're Not Gonna Bow,Jeff And Sheri Easter,10,0,0.0,222.92853,0.0,8,-5.825,0.240820952674793,121.944,4
We're Out Of Gas,Alan Silvestri,10,1990,0.0,77.60934,0.0,5,-17.944,0.4477840511958349,82.556,4
We're Together Again,Ray Pillow,10,1998,0.0,129.12281,0.0,9,-13.404,0.21204540548371908,98.015,4
We've Only Just Begun (LP Version),Young-Holt Unlimited,10,1971,0.0,266.05669,0.0,2,-10.095,0.0,156.298,4
Weekend,Dictators,10,0,0.0,246.36036,0.0,0,-5.833,0.6976517315353987,130.786,4
Wei Liang,Sandy Lam,10,0,0.0,213.91628,0.0,4,-4.934,0.4996648621311711,98.991,4
Weighed Down,Plump DJs,10,2003,0.0,304.45669,0.0,9,-6.934,0.5835712631362558,134.113,4
Welcome,Phil Collins,10,2003,0.0,216.92036,0.0,0,-8.238,0.5493423317879715,123.943,4
Welcome,Les Bonapartes,10,0,0.0,190.69342,0.0,11,-6.779,0.21508031850922793,181.801,5
Welcome 2 Detroit,Trick Trick / Eminem,10,2005,0.0,285.49179,0.0,1,-4.853,0.7086072166305335,91.101,4
Welcome 2 Detroit,Trick Trick / Eminem,10,2005,0.0,263.00036,0.0,10,-5.113,0.0,91.101,4
Welcome Into My World,Ayo,10,2006,0.0,264.56771,0.0,4,-11.522,0.0,185.89,4
Welcome To Hell,Coffinberry,10,0,0.0,146.83383,0.0,4,-10.427,0.0,152.628,4
Wer Einmal 'A' Gesagt (What Does A Girl Do?),Marcie Blane,10,2004,0.0,136.38485,0.0,2,-9.462,0.0,86.708,4
Werewolf_ Semen And Blood,Beherit,10,1993,0.0,185.05098,0.0,8,-13.213,0.5493423317879715,141.621,4
Wet The Club,Onyx,10,2002,0.0,255.50322,0.0,1,-6.305,0.4444017145228514,164.981,4
What Are We Here For,Gary Moore,10,1997,0.0,345.93914,0.0,2,-6.951,0.4471357962861778,153.862,4
What Are You Fighting For,Gyptian,10,0,0.0,219.76771,0.0,2,-10.837,0.21508031850922793,147.436,4
What Child Is This?,Gold City,10,0,0.0,165.09342,0.0,7,-14.328,0.2519818994620154,194.028,4
What Country Is,Luke Bryan,10,2009,0.0,192.44363,0.0,7,-4.43,0.6823447543542405,147.904,4
What Do I Know,Unkle Bob,10,2006,0.0,252.18567,0.0,6,-6.623,0.48280427552970673,124.094,4
What Drives The Weak,Shadows Fall,10,2004,0.0,283.48036,0.0,0,-4.076,0.6878737149731753,84.992,4
What Evil Lurks,The Prodigy,10,1991,0.0,265.76934,0.0,10,-9.259,0.563246899280654,0.0,3
What He Done For Me,Sister Rosetta Tharpe,10,2002,0.0,162.40281,0.0,0,-15.6,0.0,181.861,1
What I Like (Womens),C.C. Adcock,10,0,0.0,297.63873,0.0,5,-10.56,0.5189502397453429,180.106,4
What If,Alex,10,0,0.0,250.69669,0.0,2,-7.41,0.0,147.871,4
What If I Forget The Champagne,Stanley Clarke,10,1998,0.0,312.76363,0.0,7,-13.455,0.3725300393660796,123.352,4
What If I Kissed You Right Now?,Joi,10,0,0.0,288.65261,0.0,3,-6.225,0.4385458892831571,159.991,4
What Is Light? Where Is Laughter? (Acoustic Version),Twin Atlantic,10,2008,0.0,240.19546,0.0,9,-5.632,0.439202489315343,141.925,4
What It Ain't,Josh Turner,10,0,0.0,207.93424,0.0,0,-5.628,0.40790171721807383,87.029,3
What It Do,J.R. Writer_ Jha Jha,10,0,0.0,145.10975,0.0,6,-9.146,0.26586104921065007,151.936,4
What Should Be Done,Uriah Heep,10,1971,0.0,252.9171,0.0,5,-16.118,0.5614691370364483,143.14,4
What To Do,Alias,10,0,0.0,257.95873,0.0,2,-10.983,0.3277366831778408,103.77,4
What To Do Crying Waiting Hoping Learning The Game,Bobby Vee,10,0,0.0,227.05587,0.0,7,-14.489,0.2574160464772813,117.454,4
What Woman Really Wear To Bed,Steve Harvey,10,0,0.0,268.45995,0.0,11,-9.965,0.3725300393660796,71.229,3
What Would You Do,Walter Jackson,10,2006,0.0,156.682,0.0,5,-12.839,0.3532613542649873,78.453,3
What You Deserve (Album Version),Ill Nino,10,2006,0.0,180.50567,0.0,8,-4.44,0.0,104.984,4
What You Made Me (Ugli),Ghost Machine,10,2005,0.0,201.29914,0.0,5,-4.428,0.7362650350086244,160.057,4
What You Want,LL Cool J / Freeway,10,2006,0.0,264.48934,0.0,1,-4.628,0.4137398358601097,50.51,1
What You Want [feat. Total] (Album Version),Mase,10,0,0.0,242.93832,0.0,3,-6.63,0.78688908521577,93.871,4
What is the best,Jah Legacy,10,0,0.0,262.21669,0.0,7,-8.089,0.0,105.985,4
What'll I Do For Satisfaction (LP Version),Johnny Daye,10,0,0.0,176.90077,0.0,11,-11.323,0.19797894666073831,118.563,4
What's Gonna Happen On the 8th Day,Screamin' Jay Hawkins,10,1996,0.0,301.13914,0.0,10,-7.401,0.582918458497712,116.01,3
What's Love Got to Do With It,The Chap,10,2008,0.0,216.2673,0.0,4,-7.507,0.39200877147130697,181.863,4
What's The Matter With The Mill,Moon Mullican,10,0,0.0,157.49179,0.0,5,-18.692,0.0,182.408,4
What's True,Ziggy Marley And The Melody Makers,10,0,0.0,207.20281,0.0,4,-14.799,0.3651438041452445,154.603,4
What's Wrong,Lost Boyz,10,1997,0.0,250.27873,0.0,1,-11.657,0.4051157216913865,98.431,4
What's Wrong,Dead To Me,10,2008,0.0,105.42975,0.0,8,-6.5,0.5616924111789523,93.161,4
Whatever It Took,X-Raided,10,0,0.0,210.70322,0.0,6,-3.103,0.30416950343527516,115.717,5
Whatever Lies Will Help You Rest,The Ataris,10,2006,0.0,212.89751,0.0,4,-5.038,0.5486780555679608,151.949,4
Wheeling Free,Bert Kaempfert And His Orchestra,10,0,0.0,201.92608,0.0,10,-14.361,0.3231121208952123,144.232,4
When A Man Is Wrong (Album Version),Seal,10,1998,0.0,258.63791,0.0,4,-9.303,0.5176578959445882,146.758,4
When A Man Loves A Woman,Alexander O'Neal,10,2008,0.0,183.11791,0.0,7,-5.184,0.4733465411087876,95.924,3
When Disaster Strikes (Explicit LP Version),Busta Rhymes,10,0,0.0,205.00853,0.0,10,-8.165,0.5506471533741789,100.44,4
When He Was On The Cross [I Was On His Mind],The Florida Boys,10,0,0.0,210.88608,0.0,8,-10.849,0.319565986882865,70.286,4
When Horsepower Meant What It Said,Sandi Thom,10,2006,0.0,183.35302,0.0,4,-8.688,0.0,210.253,4
When I Fall In Love,T.G.Sheppard,10,0,0.0,247.87546,0.0,2,-10.344,0.0,80.657,5
When I Grow Up,Fever Ray,10,2009,0.0,359.36608,0.0,0,-6.637,0.5159636307203983,122.934,4
When I Grow Up,Fever Ray,10,2009,0.0,556.06812,0.0,9,-6.817,0.5054873431493758,122.984,5
When I Grow Up,Fever Ray,10,2009,0.0,335.5424,0.0,0,-9.277,0.5452302938983613,184.004,4
When I Think About Love,Guy Forsyth,10,0,0.0,261.8771,0.0,8,-10.954,0.0,95.229,1
When I Was Drinking,Hem,10,2000,0.0,222.74567,0.0,4,-14.519,0.5667076416764733,108.054,3
When Jesus Comes Calling For Me,Dolly Parton,10,1998,0.0,166.24281,0.0,1,-10.915,0.3016817567316363,139.981,3
When Morning Comes To Town,The Field Mice,10,1989,0.0,316.73424,0.0,3,-15.54,0.5316127691991754,162.682,4
When Rules Change,Life In Your Way,10,2005,0.0,198.05995,0.0,5,-4.62,0.4574471670851005,90.356,7
When She Dances,Joe Bonamassa,10,2004,0.0,293.69424,0.0,0,-11.494,0.6851208430452371,69.457,1
When Summer's Through,THE CHIFFONS,10,1963,0.0,156.36853,0.0,4,-9.059,0.26695518627553855,113.431,4
When The Levee Breaks,W.A.S.P.,10,1992,0.0,426.78812,0.0,3,-4.024,0.5153571791702523,144.252,4
When The Saints Go Marching In,Precious Bryant,10,2002,0.0,164.8322,0.0,9,-11.425,0.26586104921065007,130.453,1
When The Sun Comes Out,Dancecore Allstars,10,0,0.0,223.29424,0.0,5,-5.317,0.5341277669740914,95.298,3
When There's A Will_ There's A Way,Jimmy Johnson,10,0,0.0,203.44118,0.0,2,-12.293,0.0,182.542,4
When They Ring The Bells Of Heaven,The Perrys,10,0,0.0,109.81832,0.0,10,-9.058,0.0,120.047,4
